Id,COMM_CODE,Community_Name,Funded_services,HACC_services,Health_or_Human_services,Dental_sites,Primary_schools,Distance_Service,Number_of_households,Rank_funded,Rank_HACC,Rank_HH_services,Rank_dental,Rank_school,Rank_distance,Rank_household,DHS_Region,Area,Local_Government_Area,Population_density,Nearest_Health_Service,Residential,Business,Industrial,Rural,Other,Persons_per_household,People_In_non_private_dwellings,Public_rental_dwellings,Unemployed_persons,Persons_above_75_living_alone,Main_cultural_group_1_name,Main_cultural_group_1_percentage,Main_cultural_group_2_name,Main_cultural_group_2_percentage,Main_cultural_group_3_name,Main_cultural_group3_percentage
252,T255,Paynesville,3,0,9,0,1,19,1431,286,274,239,237,253,220,339,Gippsland,12.7,East Gippsland (S),309.7,Bairnsdale Regional Health Service,28.50%,0.40%,0.40%,37.30%,33.30%,2.4,2.90%,0.60%,6.70%,4.30%,ANGLO SAXON AND CELTIC,86.90%,GERMAN,4.70%,assets/towns/Paynesville.jpg,"Paynesville is a tourist/holiday resort town in the Gippsland region of Victoria, Australia. At the 2006 census, Paynesville had a population of 2967. The town is located 293 kilometres (182 mi) east of the state capital, Melbourne. It is known as the boating capital of Victoria."
253,T256,Pearcedale,1,0,4,0,1,12,682,230,228,196,195,223,144,297,Southern Metropolitan,1.7,Casey (C),1366.9,Frankston Hospital,62.80%,0.70%,0.00%,27.40%,9.10%,3.4,0.00%,0.00%,4.30%,0.40%,ANGLO SAXON AND CELTIC,81.90%,DUTCH,3.80%,assets/towns/Pearcedale.jpg,"Pearcedale is a township and coastal rural locality in Victoria, Australia, 49 km south-east of Melbourne's central business district. Its local government areasare the City of Casey and the Shire of Mornington Peninsula. A bus service operates to and from Frankston railway station via Baxter. At the 2016 Census, Pearcedale had a population of 3,821."
254,T257,Penshurst,0,0,13,0,1,1,187,126,126,258,253,262,59,170,Barwon-South Western ,2.6,Southern Grampians (S),178.3,Penshurst & District Memorial Hospital,52.40%,0.00%,0.00%,40.90%,6.80%,2.4,6.70%,1.60%,7.30%,6.10%,ANGLO SAXON AND CELTIC,84.00%,GERMAN,9.80%,assets/towns/Penshurst.jpg,"Penshurst is a town in Victoria, Australia. It is in the Shire of Southern Grampians local government area and is located at the foot of Mount Rouse, an extinct volcano. At the 2006 census, Penshurst had a population of 461."
255,T258,Peterborough,0,0,0,0,0,21,79,127,127,70,70,38,246,52,Barwon-South Western ,1.6,Moyne (S),101.1,Timboon and District Healthcare Service,32.80%,1.50%,0.00%,33.10%,32.70%,2.3,0.00%,0.00%,6.70%,3.80%,ANGLO SAXON AND CELTIC,95.90%,GERMAN,2.70%,assets/towns/Peterborough.jpg,"Peterborough is a town on the Great Ocean Road in Victoria, Australia, approximately three hours' drive from Melbourne."
256,T259,Piangil,0,0,1,0,1,19,65,128,128,133,133,176,224,29,Loddon Mallee,0.9,Swan Hill (RC),175,Swan Hill District Hospital (Nyah),25.40%,0.00%,0.00%,54.00%,20.60%,2.6,0.00%,0.00%,5.20%,0.00%,ANGLO SAXON AND CELTIC,88.00%,GERMAN,8.00%,assets/towns/Piangil.jpg,"Piangil, once frequently spelled ""Pyangil"", is a town in the Mallee region of northern Victoria, Australia. It is approximately 382 kilometres north west of the state capital, Melbourne and 46 kilometres (29 mi) north west of the regional centre of Swan Hill. At the 2016 census, Piangil and the surrounding rural area had a population of 259."
257,T260,Pioneer Bay,0,0,0,0,0,24,114,129,129,71,71,39,281,117,Gippsland,0.2,Bass Coast (S),1804.3,Kooweerup Regional Health Service,83.30%,0.00%,0.00%,0.10%,16.60%,3.3,0.00%,0.00%,16.40%,0.00%,ANGLO SAXON AND CELTIC,81.80%,DUTCH,6.50%,assets/towns/Pioneer Bay.jpg,"Pioneer Bay is a small town located in Bass Coast Shire in Victoria, Australia."
258,T261,Poowong,0,0,3,0,1,15,112,130,130,188,187,218,178,113,Gippsland,5.1,South Gippsland (S),60.5,Gippsland Southern Health Service (Korumburra),14.90%,0.00%,0.50%,80.00%,4.60%,2.6,0.00%,0.00%,2.40%,2.00%,ANGLO SAXON AND CELTIC,90.10%,NORDIC,3.30%,assets/towns/Poowong.jpg,"Poowong is a small dairying town located in South Gippsland, in the Australian state of Victoria. At the 2016 census, Poowong had a population of 360."
259,T262,Porepunkah,0,0,0,0,1,8,218,131,131,72,72,146,110,198,Hume,3,Alpine (S),222.6,Alpine Health (Bright),30.20%,0.00%,0.00%,36.90%,32.80%,2.8,1.00%,0.00%,5.40%,2.00%,ANGLO SAXON AND CELTIC,82.60%,GERMAN,4.90%,assets/towns/Porepunkah.jpg,"Porepunkah is a town in northeast Victoria, Australia on the Great Alpine Road, at the foot of Mount Buffalo 320 kilometres northeast of the state capital, Melbourne and 5 kilometres  northwest of Bright. At the 2016 census, Porepunkah had a population of 941."
260,T263,Port Albert,0,0,0,0,0,14,105,132,132,73,73,40,162,97,Gippsland,1.4,Wellington (S),202.5,Yarram and District Health Service,44.40%,3.70%,0.00%,30.50%,21.50%,2.4,1.20%,0.00%,5.40%,3.90%,ANGLO SAXON AND CELTIC,87.40%,GERMAN,5.50%,assets/towns/Port Albert.jpg,"Port Albert is a coastal town in Victoria, Australia, on the coast of Corner Inlet on the Yarram - Port Albert Road, 82 kilometres  south-east of Morwell, 236 kilometres south-east of Melbourne, in the Shire of Wellington. At the 2016 census, Port Albert had a population of 245."
261,T264,Port Campbell,0,0,0,0,0,17,97,133,133,74,74,41,199,84,Barwon-South Western ,1.4,Corangamite (S),179,Timboon and District Healthcare Service,33.60%,3.50%,0.00%,8.90%,54.00%,2.7,2.60%,0.00%,0.00%,2.60%,ANGLO SAXON AND CELTIC,83.70%,HISPANIC,5.00%,assets/towns/Port Campbell.jpg,"Port Campbell  is a coastal town in Victoria, Australia. The town is on the Great Ocean Road, west of the Twelve Apostles, in the Shire of Corangamite. At the 2016 census, Port Campbell had a population of 478."
262,T265,Port Fairy,31,15,29,0,2,0,1044,357,359,334,306,328,23,322,Barwon-South Western ,8.1,Moyne (S),349.9,Moyne Health Services (Port Fairy),37.60%,1.00%,1.80%,33.70%,26.00%,2.5,3.60%,4.50%,4.60%,4.00%,ANGLO SAXON AND CELTIC,87.90%,GERMAN,4.00%,assets/towns/Port Fairy.jpg,"Port Fairy  is a coastal town in south-western Victoria, Australia. It lies on the Princes Highway in the Shire of Moyne, 28 kilometres west of Warrnambool and 290 kilometres  west of Melbourne, at the point where the Moyne River enters the Southern Ocean."
263,T266,Port Welshpool,0,0,0,0,0,27,82,134,134,75,75,42,305,61,Gippsland,1.1,South Gippsland (S),193.9,South Gippsland Hospital (Foster),58.30%,0.00%,4.80%,0.10%,36.80%,2.5,0.00%,0.00%,6.70%,2.90%,ANGLO SAXON AND CELTIC,87.10%,ITALIAN,4.50%,assets/towns/Port Welshpool.jpg,"Port Welshpool is a town in the South Gippsland region of Victoria, Australia. It is located 191 km south-east of Melbourne, on Corner Inlet and in 2006 had a population of 191."
264,T267,Portarlington,0,0,13,0,1,30,1257,135,135,259,254,263,329,335,Barwon-South Western ,9.1,Greater Geelong (C),357.5,The Geelong Hospital,37.10%,0.50%,0.70%,34.40%,27.30%,2.5,1.80%,0.00%,6.30%,4.50%,ANGLO SAXON AND CELTIC,80.10%,ITALIAN,6.60%,assets/towns/Portarlington.jpg,"Portarlington is a historic coastal township located on the Bellarine Peninsula, 28 km from the city of Geelong, in the state of Victoria, Australia.It has a diverse population which includes a wide range of ethnic backgrounds, a high proportion of retirees, and a large seasonal holiday influx. The gently rising hills behind the town feature vineyards and olive groves, and offer spectacular panoramic views across Port Phillip Bay. "
265,T268,Portland,59,21,41,4,6,2,3822,375,368,360,379,381,88,372,Barwon-South Western ,34.5,Glenelg (S),312.9,Portland District Health,25.20%,1.50%,30.80%,14.10%,28.40%,2.6,1.90%,6.50%,8.20%,2.70%,ANGLO SAXON AND CELTIC,85.30%,GERMAN,4.90%,assets/towns/Portland.jpg,"Portland is a small city in Victoria, Australia, and is the oldest European settlement in the state. It is also the main urban centre in the Shire of Glenelg and is located on Portland Bay."
266,T269,Powelltown,0,0,0,0,0,39,79,136,136,76,76,43,365,53,Eastern Metropolitan,1.2,Yarra Ranges (S),179.7,Healesville and District Hospital,0.00%,0.00%,4.80%,49.70%,45.50%,2.6,0.00%,0.00%,3.80%,1.50%,ANGLO SAXON AND CELTIC,90.50%,GERMAN,3.20%,assets/towns/Powelltown.jpg,"Powelltown is a town in Victoria, Australia, 70 km east of Melbourne's central business district. Its local government area is the Shire of Yarra Ranges. At the 2016 Census, Powelltown had a population of 217."
267,T270,Pyalong,1,0,2,0,1,24,92,231,229,174,173,206,275,81,Hume,2.5,Mitchell (S),117.5,Kilmore and District Hospital,54.70%,0.00%,1.60%,36.20%,7.60%,3,0.00%,0.00%,5.60%,2.20%,ANGLO SAXON AND CELTIC,80.90%,ITALIAN,6.90%,assets/towns/Pyalong.jpg,"Pyalong  is a town in central Victoria, Australia. The town is located on the Northern Highway, in the Shire of Mitchelllocal government area, 90 kilometres from the state capital, Melbourne. At the 2011 census, Pyalong had a population of 459."
268,T271,Pyramid Hill,1,0,23,0,1,34,197,232,230,312,294,285,350,177,Loddon Mallee,3.5,Loddon (S),144.3,Cohuna District Hospital,22.30%,0.00%,0.00%,67.30%,10.40%,2.3,3.80%,7.10%,4.80%,4.20%,ANGLO SAXON AND CELTIC,88.30%,GERMAN,4.20%,assets/towns/Pyramid Hill.jpg,"Pyramid Hill is a town in Victoria, Australia in the Shire of Loddon 234 kilometres  north of Melbourne and 86 kilometres north of Bendigo. At the 2011 census, Pyramid Hill had a population of 419.The town has a railway station."
269,T272,Quambatook,1,0,17,0,0,41,98,233,231,277,270,97,371,90,Loddon Mallee,2.3,Gannawarra (S),108.7,Kerang District Health,21.30%,0.00%,0.00%,46.20%,32.50%,2.7,0.00%,6.10%,15.40%,4.60%,ANGLO SAXON AND CELTIC,82.70%,GERMAN,7.20%,assets/towns/Quambatook.jpg,"Quambatook is a town in northern Victoria, Australia. The town is located on the Avoca River in the Shire of Gannawarra local government area, 302 kilometres (188 mi) from the state capital, Melbourne. At the 2016 census Quambatook had a population of 249, a decline from 361 at the 2011 census."
270,T273,Queenscliff,32,23,29,1,3,29,1541,359,375,336,339,359,317,344,Barwon-South Western ,11.6,Queenscliffe (B),368.2,The Geelong Hospital,33.40%,0.40%,0.00%,13.40%,52.70%,2.6,2.60%,1.50%,2.60%,4.70%,ANGLO SAXON AND CELTIC,89.20%,GERMAN,2.80%,assets/towns/Queenscliff.jpg,"Queenscliff is a small town on the Bellarine Peninsula in southern Victoria, Australia, south of Swan Bay at the entrance to Port Phillip. It is the administrative centre for the Borough of Queenscliffe. At the 2016 census, Queenscliff had a population of 1,315."
271,T274,Rainbow,1,0,23,1,1,2,216,234,232,313,331,295,81,195,Grampians,7.6,Hindmarsh (S),67,West Wimmera Health Service (Rainbow),11.20%,0.00%,0.00%,53.00%,35.70%,2.3,4.50%,1.40%,9.10%,7.80%,ANGLO SAXON AND CELTIC,75.10%,GERMAN,18.30%,assets/towns/Rainbow.jpg,"Rainbow is a town in the Shire of Hindmarsh in northwest Victoria, Australia, 400 kilometres from Melbourne. The nearest large towns are Warracknabeal, Dimboola and Nhill, all to the south. At the 2016 census, Rainbow had a population of 683."
272,T275,Rawson,0,0,12,0,0,43,103,137,137,250,248,95,377,93,Gippsland,1.3,Baw Baw (S),250.2,Latrobe Regional Hospital,59.70%,0.00%,0.00%,19.40%,21.00%,2.9,0.00%,2.90%,8.30%,3.10%,ANGLO SAXON AND CELTIC,86.90%,GERMAN,3.60%,assets/towns/Rawson.jpg,"Rawson is a town in Victoria, Australia, located on Tyers - Thomson Valley Road, in the Shire of Baw Baw. The town was established for workers involved in the construction of the Thomson Dam, which was completed in 1983, Rawson Post Office opening on 17 April 1979."
273,T276,Raywood,1,0,1,0,0,27,51,235,233,143,143,71,302,13,Loddon Mallee,1.3,Greater Bendigo (C),105.7,The Bendigo Hospital,32.60%,0.00%,0.00%,31.10%,36.30%,2.7,0.00%,0.00%,7.80%,2.20%,ANGLO SAXON AND CELTIC,91.70%,DUTCH,2.80%,assets/towns/Raywood.jpg,"Raywood is a town in northern Victoria, Australia. The town is in the City of Greater Bendigo, 185 kilometres (115 mi) north of the state capital, Melbourne. At the 2016 census, Raywood had a population of 318."
274,T277,Red Cliffs,1,0,9,0,2,17,1055,236,234,237,235,313,202,324,Loddon Mallee,6.9,Mildura (RC),414.4,Mildura Base Hospital,36.10%,2.20%,3.90%,43.30%,14.50%,2.6,3.00%,6.80%,6.00%,4.10%,ANGLO SAXON AND CELTIC,80.50%,ITALIAN,6.60%,assets/towns/Red Cliffs.jpg,"Red Cliffs is a town in Victoria, Australia in the Sunraysia region. It is located on the Calder Highway, 16 km south of Mildura and 544 km north-west of Melbourne."
275,T278,Red Hill South,0,0,2,1,0,19,175,138,138,158,314,109,223,162,Southern Metropolitan,0.9,Mornington Peninsula (S),530.9,Rosebud Hospital,57.90%,1.40%,0.00%,23.50%,17.20%,2.8,0.00%,0.00%,1.50%,1.60%,ANGLO SAXON AND CELTIC,85.20%,GERMAN,4.00%,assets/towns/Red Hill South.jpg,"Red Hill South is a rural locality and town in Melbourne, Victoria, Australia. Its local government area is the Shire of Mornington Peninsula. At the 2016 census, Red Hill South had a population of 603."
276,T279,Rhyll,0,0,0,0,0,39,205,139,139,77,77,44,363,182,Gippsland,0.9,Bass Coast (S),632.3,Bass Coast Regional Health,83.50%,0.00%,0.00%,0.00%,16.50%,2.6,0.00%,0.00%,4.90%,2.90%,ANGLO SAXON AND CELTIC,86.60%,GERMAN,5.30%,assets/towns/Rhyll.jpg,"Rhyll is a small fishing town on Phillip Island in Victoria, Australia. It is located in the north-east corner of the island. It is named after Rhyl, a holiday resort in Denbighshire, Wales. At the 2016 census, Rhyll had a population of 568"
277,T280,Riddells Creek,2,0,4,0,1,16,825,270,262,198,197,224,194,312,Loddon Mallee,9.2,Macedon Ranges (S),332,Sunbury Day Hospital,92.90%,1.10%,0.20%,0.10%,5.70%,3.3,0.00%,0.40%,3.20%,0.40%,ANGLO SAXON AND CELTIC,83.90%,ITALIAN,4.40%,assets/towns/Riddells Creek.jpg,"Riddells Creek is a town in Victoria, Australia, located in the Shire of Macedon Ranges. It is located in between the cities of Bendigo and Melbourne. Riddells Creek is also the name of the main watercourse which flows through the township, and which is a tributary of Jacksons Creek to the south. The town is served by Riddells Creek railway station on the Bendigo line. At the 2011 census, Riddells Creek had a population of 2976."
278,T281,Robinvale,21,1,22,1,1,0,730,342,325,307,328,293,22,302,Loddon Mallee,14.6,Swan Hill (RC),165.3,Robinvale District Health Services,14.70%,0.70%,5.20%,6.00%,73.50%,3.1,2.60%,13.60%,6.90%,2.30%,ANGLO SAXON AND CELTIC,59.70%,ITALIAN,10.00%,assets/towns/Robinvale.jpg,"Robinvale is a town on the south bank of the Murray River in north western Victoria, Australia. It is connected by a bridge to Euston on the other side of the river in New South Wales. At the 2011 census, Robinvale had a population of 2,134."
279,T282,Rochester,9,0,29,1,2,1,1087,312,292,330,336,344,57,326,Loddon Mallee,6.3,Campaspe (S),479.9,Rochester and Elmore District Health Service,54.60%,1.50%,6.40%,17.10%,20.40%,2.6,2.20%,5.10%,5.60%,3.90%,ANGLO SAXON AND CELTIC,89.20%,GERMAN,3.30%,assets/towns/Rochester.jpg,"Rochester is a small town in country Victoria, Australia. It is located 180 km north of Melbourne with a mixture of rural and semi-rural communities on the northern Campaspe River, between Bendigo and the Murray River port of Echuca. At the 2016 census, Rochester had a population of 3,113."
280,T283,Rockbank,0,0,1,0,1,11,325,140,140,134,134,177,123,237,North & West Metropolitan,0.8,Melton (S),1116.2,Melton Health,66.30%,0.00%,0.00%,0.00%,33.70%,2.7,0.00%,0.90%,10.30%,0.00%,ANGLO SAXON AND CELTIC,60.00%,ITALIAN,17.50%,assets/towns/Rockbank.jpg,"Rockbank is a township and rural locality near Melbourne, Victoria, Australia, 29 km west of Melbourne's Central Business District, located within the City of Melton local government area. Rockbank recorded a population of 1,536 at the 2016 Census."
281,T284,Romsey,0,0,7,0,1,30,1088,141,141,226,225,246,330,327,Loddon Mallee,7.5,Macedon Ranges (S),533.8,Kilmore and District Hospital,60.80%,1.70%,0.60%,26.50%,10.40%,3.4,0.00%,0.60%,2.60%,0.90%,ANGLO SAXON AND CELTIC,83.00%,ITALIAN,4.20%,assets/towns/Romsey.jpg,"Romsey  is a town in the local government area of the Shire of Macedon Ranges in the state of Victoria, Australia. The town is 61 kilometres  north of Melbourne. At the 2011 census, Romsey had a population of 4,412."
282,T285,Rosedale,3,0,9,0,1,28,394,287,275,240,238,254,313,249,Gippsland,3.3,Wellington (S),357.7,Central Gippsland Health Service (Sale),39.60%,2.60%,10.50%,28.00%,19.30%,2.8,0.30%,1.50%,7.60%,1.60%,ANGLO SAXON AND CELTIC,86.20%,GERMAN,4.60%,assets/towns/Rosedale.jpg,"Rosedale is a pastoral and agricultural town 184 kilometres east of Melbourne via the Princes Highway. It is situated on the southern side of the LaTrobe River. Once a staging post on the Port Albert to Sale and Port Albert to Walhalla coach runs, it was the administrative centre of the Shire of Rosedale which extended to the east and included the Ninety Mile Beach."
283,T286,Rupanyup,2,0,5,0,1,1,156,271,263,212,211,236,37,151,Grampians,3,Yarriambiack (S),143,Dunmunkle Health Services (Murtoa),30.40%,0.00%,0.00%,56.80%,12.80%,2.5,4.90%,0.00%,5.30%,4.90%,ANGLO SAXON AND CELTIC,86.80%,GERMAN,8.40%,assets/towns/Rupanyup.jpg,"Rupanyup is a small town in rural Victoria, Australia. As of the 2016 census, it had a population of 536.[1] The name Rupanyup is an Aboriginal word meaning 'branch hanging over water'."
284,T287,Rushworth,3,0,10,0,1,0,439,288,276,246,244,258,24,260,Loddon Mallee,5.3,Campaspe (S),204.8,Goulburn Valley Health (Waranga),36.10%,0.00%,0.00%,0.30%,63.60%,2.4,3.10%,1.40%,8.80%,4.50%,ANGLO SAXON AND CELTIC,85.90%,GERMAN,2.70%,assets/towns/Rushworth.jpg,"Rushworth is a township in Victoria, Australia. It is located 157 kilometres  north of Melbourne and, at the 2011 census, had a population of 1,381."
285,T288,Rutherglen,5,0,20,0,2,41,758,296,281,293,282,320,369,304,Hume,6.2,Indigo (S),333.3,Northeast Health Wangaratta,53.30%,1.00%,2.70%,30.60%,12.50%,2.7,2.40%,5.40%,2.70%,3.70%,ANGLO SAXON AND CELTIC,89.70%,GERMAN,4.10%,assets/towns/Rutherglen.jpg,"It is a small town in north-eastern Victoria, Australia, near the Murray River border with New South Wales. The town was named after the Scottish town of Rutherglen which lies just outside Glasgow. At the 2016 census, Rutherglen had a population of 2,109."
286,T289,Sale,70,21,71,2,7,1,5227,378,369,384,369,384,56,378,Gippsland,30.5,Wellington (S),478.1,Central Gippsland Health Service (Sale),29.80%,2.40%,3.60%,34.50%,29.80%,2.6,1.90%,5.70%,6.30%,2.90%,ANGLO SAXON AND CELTIC,83.90%,GERMAN,3.50%,assets/towns/Sale.jpg,"Sale is a city situated in the Gippsland region of the Australian state of Victoria. It had an estimated urban population of 14,891as of June 2016."
287,T290,San Remo,14,0,18,0,1,24,389,331,301,286,277,278,278,247,Gippsland,3.3,Bass Coast (S),338.1,Bass Coast Regional Health,47.80%,1.60%,0.00%,37.80%,12.80%,2.6,3.00%,0.00%,3.50%,4.70%,ANGLO SAXON AND CELTIC,84.30%,GERMAN,4.30%,assets/towns/San Remo.jpg,"San Remo is a town in southern Victoria, Australia in the Gippsland region. Formed as a fishing village, its economy is now largely based on tourism. It is also notable as the town on the mainland end of the bridge to Phillip Island. At the 2016 census, San Remo had a population of 1212."
288,T291,Sandy Point,0,0,1,0,0,26,66,142,142,135,135,70,297,32,Gippsland,1.7,South Gippsland (S),124.5,South Gippsland Hospital (Foster),43.10%,0.00%,0.00%,37.50%,19.40%,3.6,0.00%,0.00%,6.00%,1.30%,ANGLO SAXON AND CELTIC,86.40%,GERMAN,4.20%,assets/towns/Sandy Point.jpg,"Sandy Point is a township in south Gippsland, Victoria near Wilsons Promontory. At the 2016 census, Sandy Point had a population of 270, growing to several thousand during the holiday period. It is surrounded by areas of significant natural heritage."
289,T292,Sawmill Settlement,0,0,0,0,0,29,62,143,143,78,78,45,318,24,Hume,2.2,Mansfield (S),108.4,Mansfield District Hospital,37.20%,0.00%,0.00%,32.30%,30.40%,2.8,3.80%,0.00%,0.00%,0.00%,ANGLO SAXON AND CELTIC,69.10%,GERMAN,19.60%,assets/towns/Sawmill Settlement.jpg,"Sawmill Settlement is an Urban Location area within the local government area of Mansfield  in Victoria, it is located approximately 146kms from the capital Melbourne and extends over an area of 5.597 square kilometres. Sawmill Settlement has a recorded population of 88 residents and is within the Australian Eastern Daylight Time zone Australia/Melbourne."
